Time (UTC) , i value , j value , latitude , longitude ," u (west to east wind, m/s) "," v (south to north wind, m/s) ", temperature (C) , relative humidity (%) , vertical velocity (cm/s) , pressure (mb) , water vapor  (g/kg) , turbulent kinetic energy (m^2/s^2) , precipitation rate (mm/hr), sensible heat flux (W/m^2) , Latent heat flux (W/m^2) , tracer concentration
13.9,62,37,33.25,-81.63,6.68921,-1.4954,8.19992,55.18611,-3.67565,992.62274,3.80465,0.0005,0,-2.43899,0.71139,5.184e-10
14.0,62,37,33.25,-81.63,6.59621,-1.4461,8.1864,55.356,-4.81155,992.60339,3.81289,0.0005,0,15.57325,0.20886,2.5e-10
14.1,62,37,33.25,-81.63,6.50898,-1.41512,8.1757,55.51603,-4.89332,992.58044,3.82119,0.0005,0,40.91949,0.10281,5.566e-11
14.2,62,37,33.25,-81.63,6.44361,-1.38768,8.22578,55.41309,-4.66727,992.55292,3.82737,0.00092,0,52.46105,0.16364,3.208e-11
14.3,62,37,33.25,-81.63,6.39365,-1.37721,8.33131,55.10382,-4.70855,992.52191,3.83382,0.00464,0,59.61692,0.21822,6.49e-11
14.4,62,37,33.25,-81.63,6.29012,-1.30215,8.41655,54.96809,-4.32089,992.48608,3.84697,0.01755,0,82.38053,0.22866,6.149e-11
14.5,62,37,33.25,-81.63,5.99497,-1.15811,8.44429,55.18519,-3.44453,992.45007,3.86966,0.03555,0,97.61753,0.22296,6.053e-11
14.6,62,37,33.25,-81.63,5.61304,-0.96835,8.47447,55.34931,-2.5168,992.41089,3.88937,0.05998,0,103.30799,0.20348,4.946e-11
14.7,62,37,33.25,-81.63,5.20477,-0.79058,8.56733,55.25622,-2.03085,992.3689,3.9078,0.08631,0,112.39642,-0.05039,6.57e-11
14.8,62,37,33.25,-81.63,4.7374,-0.62602,8.71848,54.93216,-1.41504,992.32324,3.92551,0.12048,0,126.40211,-0.03836,1.145e-10
14.9,62,37,33.25,-81.63,4.28153,-0.49293,8.92957,54.36557,-1.41658,992.27551,3.94174,0.1694,0,133.96637,-0.21405,1.181e-10
15.0,62,37,33.25,-81.63,3.81748,-0.37612,9.2099,53.53978,-1.15079,992.22351,3.95712,0.24488,0,134.00002,-0.31993,1.398e-10
15.1,62,37,33.25,-81.63,3.50541,-0.30241,9.58914,52.32814,-0.79809,992.17053,3.96903,0.29974,0,153.5999,-0.57382,1.816e-10
15.2,62,37,33.25,-81.63,3.34719,-0.29002,9.93941,51.1944,-0.25571,992.11206,3.97682,0.34901,0,162.60339,-0.71085,1.93e-10
15.3,62,37,33.25,-81.63,3.27025,-0.30275,10.25882,50.18451,0.44556,992.04883,3.98397,0.37742,0,167.53342,-0.62238,1.953e-10
15.4,62,37,33.25,-81.63,3.22877,-0.31644,10.55601,49.27731,0.75038,991.98853,3.99163,0.39178,0,184.47821,-0.70582,1.71e-10
15.5,62,37,33.25,-81.63,3.27457,-0.31481,10.84845,48.36145,0.6368,991.92932,3.99578,0.42642,0,196.86479,-0.52543,2.012e-10
15.6,62,37,33.25,-81.63,3.36876,-0.33412,11.11693,47.49039,0.66749,991.87329,3.99565,0.45934,0,200.85646,-0.09837,1.064e-10
15.7,62,37,33.25,-81.63,3.42626,-0.39053,11.37742,46.65452,1.33207,991.82086,3.9949,0.47898,0,209.37119,0.12686,5.938e-11
15.8,62,37,33.25,-81.63,3.47379,-0.40655,11.64946,45.77103,1.35736,991.77405,3.99164,0.49919,0,226.69476,0.6427,8.981e-11
15.9,62,37,33.25,-81.63,3.5428,-0.3984,11.90339,44.93555,1.2091,991.72974,3.9862,0.52238,0,232.42654,0.93809,5.536e-11
16.0,62,37,33.25,-81.63,3.58496,-0.37245,12.13827,44.17619,0.96784,991.68854,3.98104,0.54221,0,236.00995,0.93138,4.718e-11
16.1,62,37,33.25,-81.63,3.66394,-0.36989,12.38873,43.42342,1.64857,991.65454,3.97932,0.56358,0,254.75063,0.64215,7.6e-11
16.2,62,37,33.25,-81.63,3.7588,-0.32519,12.62524,42.68954,1.37735,991.62476,3.97433,0.58967,0,258.31024,0.9172,1.056e-10
16.3,62,37,33.25,-81.63,3.80785,-0.28372,12.84668,41.98148,1.16009,991.59924,3.96652,0.61559,0,268.0257,1.25884,1.249e-10
16.4,62,37,33.25,-81.63,3.81817,-0.1675,13.06231,41.3288,1.45413,991.5752,3.96129,0.63242,0,280.12842,1.0953,1.879e-10
16.5,62,37,33.25,-81.63,3.8356,-0.11946,13.27653,40.73797,1.10045,991.55695,3.96062,0.64984,0,288.61649,0.61934,2.899e-10
16.6,62,37,33.25,-81.63,3.83886,-0.03492,13.4762,40.16884,0.55034,991.54382,3.95733,0.66988,0,295.88202,0.72153,4.008e-10
16.7,62,37,33.25,-81.63,3.86764,0.13192,13.66878,39.58578,-0.50844,991.5365,3.94991,0.69088,0,302.19141,1.08294,3.823e-10
16.8,62,37,33.25,-81.63,3.89453,0.26838,13.85554,39.01746,-0.56011,991.53052,3.94156,0.7149,0,313.29834,1.38404,3.74e-10
16.9,62,37,33.25,-81.63,3.86041,0.36047,14.0409,38.51257,-1.03365,991.52722,3.93844,0.73367,0,316.01636,0.91785,2.516e-10
17.0,62,37,33.25,-81.63,3.85979,0.4983,14.20497,38.08479,-2.59637,991.53021,3.93702,0.747,0,317.15768,0.52026,1.407e-10
17.1,62,37,33.25,-81.63,3.88293,0.71869,14.36737,37.63721,-3.9703,991.53503,3.93254,0.77125,0,331.30914,0.77036,3.137e-11
17.2,62,37,33.25,-81.63,3.89994,0.8979,14.5217,37.22349,-4.32159,991.54272,3.92895,0.7955,0,332.28137,0.77524,3.338e-11
17.3,62,37,33.25,-81.63,3.88074,1.01224,14.66316,36.86024,-4.97325,991.55518,3.92688,0.81137,0,333.93198,0.74419,5.63e-12
12.2,63,37,33.25,-81.629,7.30833,-1.19489,8.24695,54.55042,-3.10287,992.26007,3.77439,0.0005,0,-17.31459,0.40275,4.937e-10
12.3,63,37,33.25,-81.629,7.30766,-1.24756,8.2375,54.58117,-3.25791,992.30499,3.7739,0.0005,0,-17.45061,0.40831,1.814e-09
12.4,63,37,33.25,-81.629,7.32605,-1.28984,8.24068,54.54041,-3.33578,992.34949,3.77173,0.0005,0,-18.33953,0.42929,1.817e-09
12.5,63,37,33.25,-81.629,7.33651,-1.3299,8.24088,54.51815,-3.21486,992.40002,3.77005,0.0005,0,-18.74239,0.42385,1.757e-09
12.6,63,37,33.25,-81.629,7.33265,-1.36471,8.2414,54.50565,-3.34669,992.448,3.76914,0.0005,0,-19.05973,0.41769,1.644e-09
12.7,63,37,33.25,-81.629,7.31339,-1.39266,8.23881,54.51583,-3.42215,992.49249,3.769,0.0005,0,-19.07477,0.40874,1.682e-09
12.8,63,37,33.25,-81.629,7.28099,-1.41985,8.2381,54.52211,-3.31008,992.53394,3.76909,0.0005,0,-19.1573,0.41281,1.715e-09
12.9,63,37,33.25,-81.629,7.24526,-1.43636,8.23781,54.53267,-3.38198,992.56897,3.76961,0.0005,0,-19.42483,0.41871,1.699e-09
13.0,63,37,33.25,-81.629,7.21881,-1.45363,8.23727,54.54073,-3.49443,992.59698,3.76992,0.0005,0,-19.35176,0.40482,1.62e-09
13.1,63,37,33.25,-81.629,7.18011,-1.46986,8.23887,54.54564,-3.52392,992.6189,3.77059,0.0005,0,-19.45775,0.41848,1.496e-09
13.2,63,37,33.25,-81.629,7.13318,-1.48915,8.23917,54.57714,-3.58549,992.63599,3.77278,0.0005,0,-19.30373,0.41703,1.431e-09
13.3,63,37,33.25,-81.629,7.08591,-1.50968,8.23902,54.63102,-3.60106,992.64697,3.77643,0.0005,0,-19.03077,0.41636,1.341e-09
13.4,63,37,33.25,-81.629,7.04517,-1.52422,8.2385,54.68393,-3.71228,992.65295,3.77992,0.0005,0,-18.91056,0.42472,1.338e-09
13.5,63,37,33.25,-81.629,6.98671,-1.54663,8.23816,54.73562,-3.57487,992.65588,3.78339,0.0005,0,-18.25335,0.42192,1.148e-09
13.6,63,37,33.25,-81.629,6.92864,-1.55924,8.23789,54.79567,-3.55715,992.6524,3.78749,0.0005,0,-17.29697,0.42253,1.043e-09
13.7,63,37,33.25,-81.629,6.86918,-1.55869,8.23651,54.8588,-3.46198,992.64587,3.79152,0.0005,0,-15.8765,0.43524,8.436e-10
13.8,63,37,33.25,-81.629,6.80167,-1.54636,8.23371,54.93972,-3.12599,992.63501,3.79643,0.0005,0,-12.8107,0.55117,6.359e-10
13.9,63,37,33.25,-81.629,6.70994,-1.51166,8.21136,55.13224,-2.9914,992.62073,3.80394,0.0005,0,1.9995,0.53972,3.868e-10
14.0,63,37,33.25,-81.629,6.61652,-1.46678,8.20165,55.28145,-4.28658,992.60187,3.81176,0.0005,0,19.23809,0.11084,2.007e-10
14.1,63,37,33.25,-81.629,6.52993,-1.43528,8.19029,55.44417,-4.49012,992.57886,3.82009,0.0005,0,41.9688,0.08544,3.521e-11
14.2,63,37,33.25,-81.629,6.46053,-1.40678,8.23483,55.36276,-4.45136,992.55139,3.82628,0.00066,0,51.74893,0.19815,2.218e-11
14.3,63,37,33.25,-81.629,6.40938,-1.39515,8.34081,55.05038,-4.59629,992.52039,3.83261,0.00455,0,59.71813,0.27617,4.906e-11
14.4,63,37,33.25,-81.629,6.30776,-1.3205,8.42399,54.91889,-4.32532,992.48499,3.84549,0.01748,0,81.89226,0.2894,2.914e-11
14.5,63,37,33.25,-81.629,6.0171,-1.17505,8.4538,55.12869,-3.55998,992.44897,3.86823,0.03587,0,97.2551,0.23509,1.896e-11
14.6,63,37,33.25,-81.629,5.63123,-0.98157,8.47636,55.32716,-2.66665,992.40955,3.88832,0.06093,0,103.39941,0.19797,4.895e-11
14.7,63,37,33.25,-81.629,5.22365,-0.80289,8.56379,55.25359,-2.44807,992.36755,3.90667,0.08759,0,113.83805,-0.06872,4.425e-11
14.8,63,37,33.25,-81.629,4.75445,-0.63229,8.71461,54.93365,-1.74167,992.32159,3.92458,0.12359,0,126.59051,-0.07889,9.523e-11
14.9,63,37,33.25,-81.629,4.30063,-0.5004,8.93233,54.33894,-1.76873,992.27344,3.94056,0.17743,0,134.08461,-0.29446,1.004e-10
15.0,63,37,33.25,-81.629,3.84353,-0.38669,9.22134,53.47552,-1.86227,992.22144,3.95547,0.25682,0,134.41412,-0.33372,1.388e-10
15.1,63,37,33.25,-81.629,3.52502,-0.31513,9.59127,52.29529,-1.61044,992.16833,3.96712,0.31424,0,153.87088,-0.56593,1.398e-10
15.2,63,37,33.25,-81.629,3.35516,-0.29785,9.94432,51.15715,-0.9313,992.10986,3.97526,0.36447,0,162.85896,-0.70789,1.457e-10
15.3,63,37,33.25,-81.629,3.2728,-0.3098,10.26645,50.13984,-0.29402,992.04639,3.98249,0.39205,0,167.89868,-0.6166,1.457e-10
15.4,63,37,33.25,-81.629,3.22534,-0.32354,10.56392,49.23063,0.12486,991.98633,3.98999,0.40699,0,184.69695,-0.69419,1.379e-10
15.5,63,37,33.25,-81.629,3.26914,-0.32259,10.85872,48.31028,-0.07785,991.92688,3.99432,0.44188,0,197.19838,-0.5484,1.735e-10
15.6,63,37,33.25,-81.629,3.36073,-0.34109,11.12761,47.44146,0.02717,991.87091,3.99442,0.47508,0,201.19749,-0.12065,9.571e-11
15.7,63,37,33.25,-81.629,3.4133,-0.39518,11.38501,46.61919,0.60448,991.81836,3.99393,0.49401,0,209.82234,0.10051,4.45e-11
15.8,63,37,33.25,-81.629,3.45946,-0.41099,11.66005,45.73017,0.73282,991.77197,3.99093,0.51567,0,226.54843,0.62772,6.528e-11
15.9,63,37,33.25,-81.629,3.53028,-0.40297,11.91246,44.9008,0.52429,991.72784,3.98553,0.53907,0,232.84052,0.93571,5.147e-11
16.0,63,37,33.25,-81.629,3.57228,-0.37946,12.14795,44.13863,0.34358,991.6864,3.98023,0.55924,0,236.36429,0.94689,3.284e-11
16.1,63,37,33.25,-81.629,3.64508,-0.37691,12.3954,43.39446,0.92847,991.6524,3.97844,0.58101,0,254.76747,0.64059,7.198e-11
16.2,63,37,33.25,-81.629,3.74083,-0.3318,12.636,42.65277,0.76476,991.62292,3.97376,0.60672,0,258.24188,0.86432,8.338e-11
16.3,63,37,33.25,-81.629,3.79126,-0.28869,12.8576,41.94389,0.5892,991.59741,3.96585,0.63306,0,268.00311,1.26024,1.079e-10
16.4,63,37,33.25,-81.629,3.79968,-0.17515,13.072,41.29303,0.81449,991.57336,3.96041,0.65024,0,280.20084,1.12965,1.637e-10
16.5,63,37,33.25,-81.629,3.81913,-0.1252,13.28526,40.70426,0.50358,991.55536,3.95964,0.66796,0,288.74072,0.64347,2.698e-10
16.6,63,37,33.25,-81.629,3.82592,-0.04612,13.4854,40.13457,-0.07553,991.5415,3.95637,0.68777,0,295.92007,0.73048,3.243e-10
16.7,63,37,33.25,-81.629,3.85395,0.11825,13.67795,39.55414,-1.10251,991.53442,3.94916,0.70749,0,302.29742,1.06333,3.826e-10
16.8,63,37,33.25,-81.629,3.88288,0.26043,13.86595,38.98247,-1.16404,991.52856,3.94073,0.73231,0,313.43604,1.37753,3.13e-10
16.9,63,37,33.25,-81.629,3.85243,0.34971,14.05079,38.47581,-1.60187,991.52551,3.93726,0.75154,0,316.03635,0.97246,2.567e-10
17.0,63,37,33.25,-81.629,3.85269,0.48305,14.21459,38.04836,-3.11023,991.52844,3.93576,0.7643,0,317.28424,0.53747,1.068e-10
17.1,63,37,33.25,-81.629,3.876,0.70094,14.37537,37.605,-4.55641,991.53296,3.93125,0.78744,0,331.49323,0.77145,3.592e-11
17.2,63,37,33.25,-81.629,3.89502,0.8839,14.53025,37.18913,-4.89187,991.54108,3.92754,0.81209,0,332.30972,0.7821,4.075e-11
17.3,63,37,33.25,-81.629,3.87357,0.99576,14.67175,36.82495,-5.50534,991.55359,3.92533,0.8275,0,333.88501,0.74518,4.826e-12
12.2,64,37,33.25,-81.628,7.32118,-1.20743,8.2567,54.50297,-3.1582,992.25793,3.77365,0.0005,0,-18.1258,0.41023,3.509e-10
12.3,64,37,33.25,-81.628,7.32073,-1.26073,8.24799,54.52888,-3.36698,992.30249,3.77301,0.0005,0,-18.45642,0.41964,1.521e-09
12.4,64,37,33.25,-81.628,7.33831,-1.30215,8.25144,54.489,-3.34568,992.34705,3.77098,0.0005,0,-19.40833,0.43526,1.575e-09
12.5,64,37,33.25,-81.628,7.34879,-1.34317,8.24994,54.47351,-3.26991,992.39752,3.76932,0.0005,0,-19.776,0.42634,1.492e-09
12.6,64,37,33.25,-81.628,7.3449,-1.3774,8.25276,54.453,-3.29908,992.44556,3.76845,0.0005,0,-20.13699,0.41729,1.435e-09
12.7,64,37,33.25,-81.628,7.32516,-1.40654,8.25268,54.45243,-3.48009,992.48999,3.76822,0.0005,0,-20.33511,0.41255,1.406e-09
12.8,64,37,33.25,-81.628,7.29362,-1.43423,8.25358,54.45206,-3.38172,992.53113,3.76827,0.0005,0,-20.45224,0.4172,1.482e-09
12.9,64,37,33.25,-81.628,7.25858,-1.45026,8.24705,54.48593,-3.43503,992.56653,3.76878,0.0005,0,-20.73376,0.41853,1.53e-09
13.0,64,37,33.25,-81.628,7.23192,-1.46816,8.24825,54.48701,-3.54744,992.59448,3.76906,0.0005,0,-20.78211,0.40648,1.351e-09
13.1,64,37,33.25,-81.628,7.19315,-1.48383,8.24975,54.49245,-3.57142,992.61609,3.76974,0.0005,0,-20.83254,0.41782,1.258e-09
13.2,64,37,33.25,-81.628,7.14711,-1.503,8.2505,54.5225,-3.57883,992.63354,3.77195,0.0005,0,-20.6049,0.41694,1.236e-09
13.3,64,37,33.25,-81.628,7.09918,-1.5237,8.24995,54.57773,-3.58317,992.64453,3.77559,0.0005,0,-20.34572,0.41475,1.118e-09
13.4,64,37,33.25,-81.628,7.05927,-1.53803,8.24943,54.63142,-3.66648,992.65051,3.77914,0.0005,0,-20.18935,0.42162,1.111e-09
13.5,64,37,33.25,-81.628,7.00151,-1.56081,8.2492,54.68233,-3.51566,992.65308,3.78259,0.0005,0,-19.46873,0.4213,8.969e-10
13.6,64,37,33.25,-81.628,6.94401,-1.57343,8.24876,54.74267,-3.43479,992.64954,3.78666,0.0005,0,-18.38221,0.4224,8.685e-10
13.7,64,37,33.25,-81.628,6.88496,-1.57249,8.24596,54.8122,-3.2563,992.64264,3.79077,0.0005,0,-16.71056,0.43308,6.139e-10
13.8,64,37,33.25,-81.628,6.81954,-1.5594,8.24138,54.90078,-2.8102,992.63251,3.79575,0.0005,0,-12.58725,0.52267,5.069e-10
13.9,64,37,33.25,-81.628,6.73143,-1.52292,8.21997,55.09216,-2.50139,992.61719,3.80343,0.0005,0,7.05038,0.25812,3.025e-10
14.0,64,37,33.25,-81.628,6.63868,-1.48348,8.21441,55.22058,-3.71269,992.59863,3.81092,0.0005,0,23.17215,-0.00646,1.393e-10
14.1,64,37,33.25,-81.628,6.55362,-1.45218,8.20376,55.37974,-3.99117,992.57568,3.81919,0.0005,0,44.1303,0.01231,3.279e-11
14.2,64,37,33.25,-81.628,6.47982,-1.42371,8.24413,55.31477,-4.05458,992.54858,3.82542,0.00056,0,51.2617,0.21687,9.249e-12
14.3,64,37,33.25,-81.628,6.42651,-1.41165,8.34889,55.00542,-4.221,992.51758,3.83162,0.00465,0,60.49339,0.43072,3.57e-11
14.4,64,37,33.25,-81.628,6.32484,-1.33671,8.43198,54.87105,-4.03266,992.48254,3.84426,0.01759,0,81.09832,0.45933,9.728e-12
14.5,64,37,33.25,-81.628,6.03806,-1.19062,8.45875,55.09128,-3.42887,992.44653,3.86693,0.03643,0,96.59376,0.29279,1.446e-11
14.6,64,37,33.25,-81.628,5.64844,-0.99484,8.47946,55.3017,-2.6305,992.40741,3.88737,0.06219,0,103.78957,0.18265,3.322e-11
14.7,64,37,33.25,-81.628,5.24151,-0.81458,8.5608,55.24989,-2.56202,992.36542,3.90562,0.08924,0,114.90813,-0.0772,3.439e-11
14.8,64,37,33.25,-81.628,4.76999,-0.63874,8.71176,54.93119,-1.93455,992.31946,3.92365,0.12699,0,127.1291,-0.18975,6.48e-11
14.9,64,37,33.25,-81.628,4.31783,-0.50687,8.93519,54.31242,-1.91203,992.271,3.93942,0.186,0,133.79166,-0.29446,9.841e-11
15.0,64,37,33.25,-81.628,3.86919,-0.39733,9.23331,53.40963,-2.35585,992.21857,3.95383,0.26824,0,134.73734,-0.335,1.028e-10
15.1,64,37,33.25,-81.628,3.54702,-0.33008,9.59183,52.26781,-2.44132,992.16516,3.9652,0.32797,0,154.10086,-0.56639,9.262e-11
15.2,64,37,33.25,-81.628,3.36514,-0.30615,9.94936,51.11981,-1.46457,992.10663,3.97373,0.37896,0,163.14018,-0.7138,1.058e-10
15.3,64,37,33.25,-81.628,3.27818,-0.31675,10.27421,50.09467,-0.86305,992.04358,3.981,0.40575,0,168.26108,-0.62277,9.477e-11
15.4,64,37,33.25,-81.628,3.22554,-0.3306,10.572,49.18296,-0.46696,991.98315,3.98831,0.42112,0,185.05328,-0.66555,1.304e-10
15.5,64,37,33.25,-81.628,3.26739,-0.33078,10.86876,48.25994,-0.71227,991.92365,3.99288,0.45631,0,197.47675,-0.55737,1.662e-10
15.6,64,37,33.25,-81.628,3.35557,-0.34839,11.1357,47.40098,-0.56088,991.86804,3.99318,0.48987,0,201.68271,-0.14668,8.713e-11
15.7,64,37,33.25,-81.628,3.40393,-0.40016,11.39184,46.58566,0.00394,991.81555,3.99289,0.50823,0,209.93803,0.09243,4.531e-11
15.8,64,37,33.25,-81.628,3.44858,-0.41616,11.66589,45.70337,0.10881,991.76953,3.99016,0.53086,0,226.50928,0.6002,5.791e-11
15.9,64,37,33.25,-81.628,3.52054,-0.40764,11.92171,44.86513,-0.06108,991.72461,3.98485,0.55469,0,233.8013,0.92069,4.692e-11
16.0,64,37,33.25,-81.628,3.56171,-0.38694,12.15425,44.11015,-0.17873,991.68359,3.97935,0.57484,0,237.05951,0.94878,2.6e-11
16.1,64,37,33.25,-81.628,3.62931,-0.38385,12.40341,43.36204,0.29314,991.64954,3.9776,0.59712,0,254.90558,0.63006,7.158e-11
16.2,64,37,33.25,-81.628,3.72526,-0.33876,12.64547,42.61963,0.29752,991.62006,3.97318,0.62284,0,258.30206,0.82389,8.016e-11
16.3,64,37,33.25,-81.628,3.77701,-0.29388,12.86636,41.91228,0.14327,991.5946,3.96518,0.64955,0,268.24374,1.26142,1.056e-10
16.4,64,37,33.25,-81.628,3.78399,-0.18318,13.07951,41.2636,0.28095,991.57056,3.95958,0.66694,0,280.19763,1.13806,1.386e-10
16.5,64,37,33.25,-81.628,3.80484,-0.13097,13.2933,40.67279,0.0182,991.55212,3.9587,0.68458,0,288.93829,0.65953,2.604e-10
16.6,64,37,33.25,-81.628,3.81433,-0.05694,13.49487,40.10026,-0.56888,991.539,3.95548,0.70406,0,296.10486,0.73167,3.158e-10
16.7,64,37,33.25,-81.628,3.84208,0.10507,13.68813,39.52036,-1.50179,991.53198,3.94845,0.72289,0,302.43765,1.05008,2.894e-10
16.8,64,37,33.25,-81.628,3.8729,0.25265,13.87567,38.94983,-1.56129,991.52643,3.93998,0.74846,0,313.23743,1.36244,2.634e-10
16.9,64,37,33.25,-81.628,3.8459,0.33965,14.05902,38.44405,-2.06299,991.52301,3.93615,0.76763,0,316.20294,1.0084,2.281e-10
17.0,64,37,33.25,-81.628,3.84655,0.46871,14.22257,38.01689,-3.56919,991.526,3.93457,0.77992,0,317.6445,0.5578,1.125e-10
17.1,64,37,33.25,-81.628,3.86989,0.68426,14.38345,37.57325,-5.05852,991.53052,3.93004,0.80212,0,331.7467,0.77458,3.163e-11
17.2,64,37,33.25,-81.628,3.89153,0.87084,14.5373,37.15894,-5.34778,991.53894,3.92618,0.82741,0,332.6358,0.79696,3.726e-11
17.3,64,37,33.25,-81.628,3.86798,0.98068,14.67926,36.79295,-5.88344,991.55139,3.92387,0.84237,0,333.92883,0.7512,8.445e-12
12.2,65,37,33.25,-81.627,7.33575,-1.22062,8.26622,54.45754,-3.09811,992.26025,3.77296,0.0005,0,-18.76841,0.41253,2.19e-10
12.3,65,37,33.25,-81.627,7.33557,-1.27487,8.25763,54.48212,-3.36221,992.30481,3.77226,0.0005,0,-19.3341,0.42402,1.268e-09
12.4,65,37,33.25,-81.627,7.35272,-1.31607,8.26066,54.44372,-3.3243,992.349,3.77022,0.0005,0,-20.3472,0.43926,1.334e-09
12.5,65,37,33.25,-81.627,7.36332,-1.3567,8.25943,54.42805,-3.2206,992.39917,3.76863,0.0005,0,-20.63959,0.42614,1.353e-09
12.6,65,37,33.25,-81.627,7.3592,-1.39147,8.26213,54.40852,-3.25034,992.44775,3.76779,0.0005,0,-20.98769,0.41612,1.19e-09
12.7,65,37,33.25,-81.627,7.33897,-1.4213,8.26347,54.40118,-3.42339,992.49231,3.76746,0.0005,0,-21.38161,0.41539,1.151e-09
12.8,65,37,33.25,-81.627,7.30846,-1.44885,8.26246,54.40776,-3.34628,992.53333,3.76749,0.0005,0,-21.57207,0.41868,1.213e-09
12.9,65,37,33.25,-81.627,7.27457,-1.46458,8.25681,54.43795,-3.42862,992.56879,3.76798,0.0005,0,-21.8476,0.41807,1.315e-09
13.0,65,37,33.25,-81.627,7.24771,-1.48322,8.25814,54.43855,-3.54086,992.5968,3.76826,0.0005,0,-22.01295,0.40635,1.25e-09
13.1,65,37,33.25,-81.627,7.209,-1.49869,8.2598,54.44342,-3.55725,992.61829,3.76894,0.0005,0,-22.02971,0.41616,1.037e-09
13.2,65,37,33.25,-81.627,7.16351,-1.51751,8.25997,54.47626,-3.54508,992.63574,3.7712,0.0005,0,-21.69231,0.41678,1.027e-09
13.3,65,37,33.25,-81.627,7.11541,-1.53864,8.26005,54.52855,-3.51827,992.64648,3.7748,0.0005,0,-21.40865,0.41197,9.051e-10
13.4,65,37,33.25,-81.627,7.0764,-1.55213,8.2594,54.58394,-3.55869,992.65277,3.77844,0.0005,0,-21.16089,0.41829,9.436e-10
13.5,65,37,33.25,-81.627,7.01938,-1.57442,8.25904,54.63528,-3.3955,992.65503,3.78189,0.0005,0,-20.34224,0.42061,7.46e-10
13.6,65,37,33.25,-81.627,6.96235,-1.58708,8.25813,54.69741,-3.26225,992.65179,3.78597,0.0005,0,-19.04425,0.42249,6.657e-10
13.7,65,37,33.25,-81.627,6.90395,-1.58522,8.25437,54.77201,-3.00064,992.64447,3.79017,0.0005,0,-17.04842,0.42957,5.187e-10
13.8,65,37,33.25,-81.627,6.84074,-1.5711,8.24848,54.86603,-2.60828,992.63385,3.79519,0.0005,0,-11.89832,0.49008,4.251e-10
13.9,65,37,33.25,-81.627,6.75577,-1.53469,8.22809,55.05443,-2.42954,992.61835,3.80295,0.0005,0,9.8067,0.14428,2.272e-10
14.0,65,37,33.25,-81.627,6.66504,-1.49964,8.22343,55.17697,-3.3244,992.60016,3.81026,0.0005,0,25.92417,-0.03305,1.372e-10
14.1,65,37,33.25,-81.627,6.58117,-1.46856,8.21484,55.32825,-3.51395,992.57715,3.81855,0.0005,0,46.13832,0.01694,3.313e-11
14.2,65,37,33.25,-81.627,6.50346,-1.44031,8.24934,55.28511,-3.72549,992.55017,3.82473,0.00065,0,51.12087,0.26344,9.048e-12
14.3,65,37,33.25,-81.627,6.44449,-1.42714,8.35345,54.9771,-3.74121,992.51947,3.83084,0.00497,0,59.9716,0.52555,2.411e-11
14.4,65,37,33.25,-81.627,6.34236,-1.3519,8.4371,54.83629,-3.73397,992.48511,3.84317,0.01796,0,80.62485,0.52277,7.526e-12
14.5,65,37,33.25,-81.627,6.05844,-1.20507,8.46381,55.05504,-3.2762,992.4491,3.86572,0.03742,0,96.49116,0.38096,6.989e-12
14.6,65,37,33.25,-81.627,5.66415,-1.00792,8.48036,55.28559,-2.55942,992.4101,3.88647,0.06405,0,103.83581,0.17901,3.529e-11
14.7,65,37,33.25,-81.627,5.25727,-0.82547,8.55888,55.24347,-2.48083,992.36804,3.90464,0.09166,0,115.25113,-0.09668,1.609e-11
14.8,65,37,33.25,-81.627,4.78357,-0.64401,8.71173,54.91921,-2.00282,992.32214,3.92278,0.13129,0,127.1029,-0.26909,4.45e-11
14.9,65,37,33.25,-81.627,4.33251,-0.513,8.93813,54.28541,-2.02207,992.27325,3.93824,0.1961,0,132.8728,-0.29393,6.127e-11
15.0,65,37,33.25,-81.627,3.89489,-0.40799,9.24603,53.33957,-2.72509,992.22076,3.95207,0.28072,0,134.86203,-0.33255,1.022e-10
15.1,65,37,33.25,-81.627,3.57215,-0.34656,9.60032,52.21047,-3.11416,992.1673,3.96313,0.34269,0,154.25891,-0.56592,6.287e-11
15.2,65,37,33.25,-81.627,3.37901,-0.316,9.95742,51.06975,-2.0811,992.10846,3.972,0.39435,0,163.242,-0.69382,1.07e-10
15.3,65,37,33.25,-81.627,3.2883,-0.32451,10.28362,50.04203,-1.53318,992.04547,3.97934,0.42045,0,168.32776,-0.62002,9.705e-11
15.4,65,37,33.25,-81.627,3.22984,-0.33816,10.5824,49.12591,-1.12657,991.98462,3.98648,0.43605,0,185.05482,-0.63111,9.933e-11
15.5,65,37,33.25,-81.627,3.2696,-0.33999,10.87949,48.20517,-1.4333,991.92578,3.99123,0.47165,0,197.75497,-0.55255,1.587e-10
15.6,65,37,33.25,-81.627,3.35238,-0.35647,11.1465,47.34996,-1.11629,991.8703,3.99179,0.5056,0,202.05695,-0.17781,8.002e-11
15.7,65,37,33.25,-81.627,3.39676,-0.40595,11.40098,46.54308,-0.62464,991.81812,3.99168,0.52311,0,210.3949,0.08393,4.33e-11
15.8,65,37,33.25,-81.627,3.43938,-0.42206,11.67459,45.6663,-0.51847,991.77148,3.98924,0.54657,0,226.86961,0.51518,4.316e-11
15.9,65,37,33.25,-81.627,3.51213,-0.41314,11.93235,44.82464,-0.63648,991.72705,3.98408,0.57107,0,233.13904,0.89826,5.442e-11
